sqft_living,bedrooms,price,price_predict,error
890.0,3.0,169000.0,1060255.2433048629,5.273699664525815
1440.0,4.0,232000.0,1071465.623226378,3.6183863070102507
1410.0,3.0,239900.0,1067642.5441284883,3.4503649192517227
1720.0,3.0,615000.0,1072046.5119271881,0.7431650600442083
3110.0,3.0,700000.0,1091793.3352826487,0.5597047646894981
1150.0,2.0,300000.0,1060552.0050509179,2.5351733501697264
2880.0,3.0,1050000.0,1088525.875302968,0.0366913098123507
1510.0,2.0,525000.0,1065666.290236505,1.029840552831438
2200.0,4.0,285000.0,1082262.4475070615,2.797412096516005
990.0,2.0,442000.0,1058278.9894128793,1.3942963561377362
1220.0,3.0,315000.0,1064943.3380583173,2.380772501772436
2230.0,4.0,556000.0,1082688.6379391938,0.9472817229122189
2470.0,4.0,470000.0,1086098.1613962518,1.3108471519069185
1870.0,3.0,325000.0,1074177.4640878493,2.305161427962613
1520.0,4.0,425000.0,1072602.1310453974,1.5237697201068174
1840.0,3.0,285000.0,1073751.273655717,2.767548328616551
1450.0,3.0,245000.0,1068210.798037998,3.3600440736244814
1210.0,3.0,343000.0,1064801.27458094,2.1043768938219825
4570.0,4.0,1060000.0,1115931.4916455087,0.05276555815614031
3400.0,3.0,815000.0,1095913.1761265937,0.3446787437136118
1790.0,3.0,525000.0,1073040.95626883,1.0438875357501527
1510.0,3.0,247000.0,1069063.1789022626,3.328191007701468
4590.0,5.0,1710000.0,1119612.507266021,0.3452558437040812
1480.0,3.0,385000.0,1068636.9884701301,1.7756804895328058
1040.0,3.0,170000.0,1062386.195465524,5.249330561561906
1560.0,3.0,500000.0,1069773.4962891494,1.139546992578299
1350.0,2.0,430000.0,1063393.2745984662,1.4730076153452702
1660.0,4.0,277500.0,1074591.0197286813,2.8724000710943467
2140.0,3.0,280000.0,1078013.1779770395,2.8500470642037126
2700.0,4.0,725000.0,1089365.6213759324,0.5025732708633549
1995.0,4.0,266000.0,1079350.1462208247,3.0577073166196413
3030.0,4.0,680000.0,1094053.7161293868,0.6089025237196866
1560.0,3.0,239950.0,1069773.4962891494,3.458318384201498
3320.0,3.0,760000.0,1094776.6683075745,0.4404956161941769
2100.0,4.0,485000.0,1080841.8127332875,1.228539820068634
800.0,2.0,402500.0,1055579.7833427084,1.6225584679321947
880.0,3.0,210000.0,1060113.1798274852,4.0481579991785015
1760.0,4.0,380000.0,1076011.6545024554,1.8316096171117249
2340.0,4.0,290000.0,1084251.3361903455,2.738797711001191
1860.0,2.0,314950.0,1070638.5119447145,2.399392004904634
4310.0,6.0,780000.0,1119031.618565211,0.4346559212374501
1880.0,3.0,625000.0,1074319.5275652267,0.7189112441043628
2640.0,3.0,365000.0,1085116.35184591,1.9729215119066035
990.0,2.0,430000.0,1058278.9894128793,1.4611139288671613
2950.0,3.0,759000.0,1089520.31964461,0.43546814182425564
1120.0,2.0,399000.0,1060125.8146187856,1.6569569288691368
1570.0,3.0,335000.0,1069915.5597665268,2.1937777903478417
1710.0,3.0,539000.0,1071904.4484498107,0.9886909989792406
1200.0,3.0,400000.0,1064659.2111035627,1.6616480277589065
2930.0,4.0,1500000.0,1092633.081355613,0.2715779457629247
1380.0,4.0,185000.0,1070613.2423621137,4.787098607362776
2260.0,4.0,605000.0,1083114.828371326,0.7902724435889688
2190.0,4.0,350000.0,1082120.3840296841,2.0917725257990973
2370.0,4.0,655000.0,1084677.5266224775,0.6559962238511107
2040.0,4.0,284000.0,1079989.431869023,2.8027796896796584
2140.0,4.0,495000.0,1081410.066642797,1.1846668012985802
1900.0,3.0,562200.0,1074603.6545199817,0.9114259240839232
2350.0,6.0,400000.0,1091187.176999238,1.727967942498095
1530.0,3.0,500000.0,1069347.3058570172,1.1386946117140344
2620.0,5.0,519000.0,1091626.0022226707,1.1033256304868415
1580.0,3.0,402000.0,1070057.6232439044,1.6618348836913046
2270.0,2.0,656000.0,1076463.1145171884,0.6409498696908359
2280.0,2.0,280000.0,1076605.1779945658,2.8450184928377347
6050.0,6.0,1600000.0,1143750.6636288813,0.2851558352319492
4290.0,5.0,1710000.0,1115350.6029446989,0.34774818541245683
3050.0,2.0,890000.0,1087544.0657526266,0.22195962444115339
2340.0,4.0,487600.0,1084251.3361903455,1.223649171842382
2360.0,4.0,550000.0,1084535.4631451003,0.9718826602638184
3270.0,4.0,435000.0,1097463.2395864448,1.5229039990492985
3320.0,5.0,800000.0,1101570.4456390897,0.37696305704886196
2080.0,3.0,249900.0,1077160.797112775,3.310367335385254
2320.0,4.0,316000.0,1083967.2092355906,2.430275978593641
1550.0,2.0,599000.0,1066234.5441460146,0.7800242807112097
1330.0,2.0,399950.0,1063109.1476437112,1.6581051322508094
3770.0,4.0,1450000.0,1104566.4134553156,0.23823005968598918
3360.0,5.0,834995.0,1102138.6995485993,0.31993449008508945
2730.0,4.0,565000.0,1089791.8118080646,0.9288350651470171
2080.0,4.0,440000.0,1080557.6857785326,1.455812922223938
1400.0,3.0,220000.0,1067500.4806511109,3.852274912050504
1520.0,3.0,495000.0,1069205.2423796398,1.160010590665939
1930.0,4.0,270000.0,1078426.7336178715,2.994173087473598
2960.0,4.0,760000.0,1093059.271787745,0.43823588393124335
2250.0,4.0,600000.0,1082972.7648939486,0.8049546081565812
2160.0,4.0,383000.0,1081694.193597552,1.8242668240144957
1930.0,4.0,245000.0,1078426.7336178715,3.401741769868863
2160.0,5.0,770000.0,1085091.0822633095,0.4092091977445578
810.0,1.0,235000.0,1052324.9581543282,3.4779785453375665
2910.0,4.0,825000.0,1092348.954400858,0.3240593386677067
1390.0,3.0,280950.0,1067358.4171737335,2.799104528114374
900.0,1.0,152900.0,1053603.529450725,5.890801369854317
2910.0,5.0,410000.0,1095745.8430666155,1.6725508367478428
1500.0,3.0,578000.0,1068921.115424885,0.8493444903544723
2390.0,3.0,695000.0,1081564.764911475,0.5562082948366545
2350.0,4.0,880000.0,1084393.3996677229,0.23226522689513968
2260.0,4.0,359950.0,1083114.828371326,2.0090702274519403
3450.0,3.0,685000.0,1096623.4935134808,0.6009102095087312
3050.0,5.0,517850.0,1097734.7317498995,1.119792858453026
1320.0,4.0,195000.0,1069760.8614978492,4.4859531358864055
2610.0,3.0,665000.0,1084690.1614137779,0.6311130246823728
2200.0,4.0,512500.0,1082262.4475070615,1.1117316048918275
1880.0,4.0,680000.0,1077716.4162309843,0.584877082692624
1767.0,4.0,205000.0,1076111.0989366197,4.249322433837168
730.0,1.0,306950.0,1051188.450335309,2.4246243698820944
2210.0,3.0,445000.0,1079007.6223186816,1.4247362299296211
5050.0,4.0,2900000.0,1122750.5385596247,0.6128446418759915
1570.0,4.0,525000.0,1073312.4484322844,1.044404663680542
1390.0,4.0,302059.0,1070755.305839491,2.5448548324648197
1460.0,3.0,527200.0,1068352.8615153753,1.026465974042821
2170.0,4.0,655000.0,1081836.2570749293,0.6516584077479838
1260.0,2.0,549950.0,1062114.7033020693,0.9312932144778058
1310.0,3.0,222000.0,1066221.9093547142,3.8028013934897036
1920.0,3.0,345000.0,1074887.7814747363,2.1156167578977865
1630.0,3.0,360400.0,1070767.9406307915,1.9710542192863247
1940.0,4.0,322500.0,1078568.7970952487,2.344399370837981
3020.0,3.0,735000.0,1090514.763986252,0.4836935564438801
2380.0,2.0,818000.0,1078025.8127683399,0.317879966709462
720.0,2.0,179000.0,1054443.275523689,4.890744555998262
1630.0,3.0,445000.0,1070767.9406307915,1.406220091305149
1150.0,3.0,310000.0,1063948.8937166755,2.432093205537663
1500.0,3.0,513000.0,1068921.115424885,1.0836668916664425
2060.0,5.0,580000.0,1083670.4474895352,0.8683973232578195
1860.0,3.0,355000.0,1074035.400610472,2.025451832705555
2360.0,3.0,580050.0,1081138.5744793427,0.863871346400039
1150.0,2.0,463000.0,1060552.0050509179,1.2906090821834078
1520.0,3.0,550000.0,1069205.2423796398,0.9440095315993451
3600.0,4.0,1350000.0,1102151.3343398997,0.18359160419266699
2410.0,4.0,720000.0,1085245.7805319873,0.5072858062944269
2270.0,4.0,780000.0,1083256.8918487036,0.3887908869855174
3740.0,5.0,915557.0,1107537.111688941,0.2096866843778607
1790.0,3.0,317000.0,1073040.95626883,2.3849872437502526
3680.0,4.0,788000.0,1103287.842158919,0.40011147482096293
2130.0,2.0,779000.0,1074474.2258339045,0.37929939131438306
1500.0,4.0,210000.0,1072318.0040906426,4.106276209955441
1489.0,3.0,255900.0,1068764.8455997698,3.176494121140171
1870.0,4.0,314000.0,1077574.3527536069,2.4317654546293217
1810.0,3.0,355000.0,1073325.0832235848,2.0234509386579855
2230.0,4.0,500000.0,1082688.6379391938,1.1653772758783876
1560.0,3.0,640000.0,1069773.4962891494,0.6715210879517961
1670.0,3.0,329900.0,1071336.194540301,2.247457394787211
3110.0,4.0,1300000.0,1095190.2239484063,0.15754598157814903
1720.0,4.0,206000.0,1075443.4005929457,4.220599032004592
2330.0,4.0,585000.0,1084109.2727129678,0.8531782439537914
1290.0,4.0,249950.0,1069334.6710657168,3.278194323127493
1320.0,3.0,420000.0,1066363.9728320916,1.5389618400764085
1000.0,2.0,484950.0,1058421.0528902567,1.1825364530163043
1920.0,3.0,465000.0,1074887.7814747363,1.3115866268273897
2680.0,2.0,930000.0,1082287.7170896623,0.1637502334297442
2640.0,4.0,895000.0,1088513.2405116677,0.21621591118622102
1450.0,2.0,465000.0,1064813.9093722403,1.2899223857467532
1680.0,3.0,439000.0,1071478.2580176783,1.4407249613158963
2420.0,3.0,755000.0,1081990.955343607,0.43310060310411536
3340.0,4.0,576000.0,1098457.6839280867,0.9070445901529283
1540.0,3.0,565000.0,1069489.3693343946,0.8929015386449463
1660.0,3.0,350000.0,1071194.1310629237,2.0605546601797817
2590.0,3.0,520000.0,1084406.0344590233,1.0853962201135063
1600.0,3.0,510000.0,1070341.750198659,1.0987093141150177
1870.0,4.0,245000.0,1077574.3527536069,3.3982626643004363
1280.0,2.0,272925.0,1062398.8302568244,2.892640213453602
2080.0,3.0,399950.0,1077160.797112775,1.693238647612889
1400.0,2.0,553000.0,1064103.5919853533,0.9242379601905122
1920.0,3.0,725000.0,1074887.7814747363,0.4826038365168777
2260.0,4.0,925000.0,1083114.828371326,0.17093494959062272
1550.0,4.0,707500.0,1073028.3214775298,0.5166478042085225
1450.0,2.0,655000.0,1064813.9093722403,0.6256700906446417
1840.0,3.0,730001.0,1073751.273655717,0.47089014077476204
1360.0,3.0,355000.0,1066932.2267416012,2.0054428922298624
1270.0,2.0,299000.0,1062256.766779447,2.552698216653669
820.0,2.0,208000.0,1055863.9102974634,4.0762687995070355
1000.0,2.0,380000.0,1058421.0528902567,1.7853185602375177
3400.0,4.0,660000.0,1099310.0647923513,0.6656213102914413
1170.0,2.0,527500.0,1060836.1320056727,1.0110637573567256
2510.0,4.0,410000.0,1086666.4153057614,1.6504058909896617
1610.0,3.0,292000.0,1070483.8136760364,2.666040457794645
1640.0,3.0,525000.0,1070910.0041081687,1.0398285792536548
4140.0,4.0,2400000.0,1109822.76211828,0.5375738491173834
1850.0,3.0,374000.0,1073893.3371330944,1.8713725591793966
1940.0,1.0,315000.0,1068378.1310979761,2.3916766066602415
1500.0,3.0,243000.0,1068921.115424885,3.3988523268513786
1790.0,3.0,382000.0,1073040.95626883,1.809007738923639
1500.0,3.0,185000.0,1068921.115424885,4.777951975269648
1370.0,3.0,354800.0,1067074.2902189787,2.0075374583398498
1110.0,3.0,375000.0,1063380.6398071658,1.8356817061524424
1790.0,3.0,583000.0,1073040.95626883,0.84055052533247
670.0,2.0,245000.0,1053732.958136802,3.300950849537967
1330.0,3.0,325000.0,1066506.0363094688,2.2815570347983654
2190.0,4.0,540000.0,1082120.3840296841,1.0039266370920077
2568.0,4.0,425996.0,1087490.3834745504,1.5528182975299076
2300.0,4.0,315000.0,1083683.0822808356,2.440263753272494
2550.0,3.0,349000.0,1083837.7805495136,2.1055523797980333
1180.0,3.0,383001.0,1064375.0841488077,1.7790399611197039
2050.0,3.0,252000.0,1076734.6066806428,3.272756375716836
2250.0,5.0,390000.0,1086369.6535597062,1.785563214255657
4130.0,5.0,995000.0,1113077.5873066601,0.11867094201674373
1310.0,4.0,304000.0,1069618.7980204718,2.518482888225236
1260.0,3.0,280000.0,1065511.591967827,2.805398542742239
1540.0,3.0,530100.0,1069489.3693343946,1.0175238055732778
2510.0,4.0,788500.0,1086666.4153057614,0.37814383678600033
1410.0,3.0,205000.0,1067642.5441284883,4.208012410382869
910.0,3.0,306000.0,1060539.3702596175,2.4658149354889463
1690.0,3.0,257500.0,1071620.321495056,3.161632316485654
1810.0,3.0,545000.0,1073325.0832235848,0.9694038224285961
3620.0,4.0,680000.0,1102435.4612946543,0.6212286195509622
2440.0,4.0,310000.0,1085671.9709641195,2.502167648271353
1380.0,2.0,552000.0,1063819.4650305985,0.9272091757800698
1470.0,3.0,300000.0,1068494.9249927527,2.5616497499758424
1660.0,3.0,209950.0,1071194.1310629237,4.102139228687419
1360.0,2.0,553650.0,1063535.3380758436,0.9209524755275781
2110.0,3.0,483000.0,1077586.9875449073,1.2310289597203048
1930.0,4.0,670000.0,1078426.7336178715,0.6095921397281665
2950.0,5.0,599000.0,1096314.0969761251,0.8302405625644829
4330.0,4.0,1210000.0,1112521.968188451,0.08056035686904885
1650.0,3.0,539900.0,1071052.0675855463,0.9837971246259424
1960.0,3.0,732000.0,1075456.0353842461,0.4692022341314838
1290.0,3.0,370000.0,1065937.7823999592,1.8809129254052952
2920.0,3.0,1090000.0,1089094.1292124777,0.0008310741169927954
2600.0,3.0,428000.0,1084548.0979364004,1.5339908830289735
1750.0,2.0,394000.0,1069075.8136935628,1.7133903900851843
1500.0,3.0,396000.0,1068921.115424885,1.6992957460224367
2100.0,4.0,457000.0,1080841.8127332875,1.3650805530268872
1350.0,4.0,200000.0,1070187.0519299814,4.350935259649907
2620.0,5.0,975000.0,1091626.0022226707,0.1196164125360725
1100.0,3.0,225500.0,1063238.5763297884,3.715026946030104
5150.0,5.0,1380000.0,1127568.0619991564,0.18292169420350976
1200.0,3.0,718500.0,1064659.2111035627,0.48178039123669125
2400.0,5.0,650000.0,1088500.6057203675,0.6746163164928728
1630.0,3.0,425000.0,1070767.9406307915,1.519453977954803
740.0,2.0,213000.0,1054727.402478444,3.951771842621802
2240.0,5.0,480000.0,1086227.590082329,1.262974146004852
5360.0,4.0,700000.0,1127154.5063583246,0.6102207233690351
2150.0,4.0,380000.0,1081552.1301201745,1.8461898161057224
2670.0,4.0,603000.0,1088939.4309438001,0.8058697030577114
3500.0,5.0,815000.0,1104127.588231883,0.3547577769716355
580.0,2.0,220000.0,1052454.3868404054,3.783883576547298
2220.0,3.0,435000.0,1079149.6857960587,1.4808038753932387
2290.0,3.0,550000.0,1080144.1301377008,0.963898418432183
1100.0,3.0,240000.0,1063238.5763297884,3.430160734707452
1440.0,3.0,550000.0,1068068.7345606205,0.9419431537465828
1830.0,5.0,354000.0,1080402.9875098548,2.051985840423319
2620.0,4.0,475000.0,1088229.113556913,1.291008660119817
1300.0,3.0,536000.0,1066079.8458773368,0.9889549363383149
3500.0,4.0,790000.0,1100730.6995661254,0.3933299994507917
2040.0,4.0,545000.0,1079989.431869023,0.9816319850807763
1450.0,3.0,400000.0,1068210.798037998,1.6705269950949948
3430.0,5.0,850000.0,1103133.1438902412,0.2978036986944014
2040.0,4.0,366400.0,1079989.431869023,1.947569410122879
2790.0,4.0,695000.0,1090644.192672329,0.5692722196724159
3050.0,4.0,750000.0,1094337.8430841418,0.45911712411218913
720.0,3.0,300000.0,1057840.1641894467,2.5261338806314892
2340.0,4.0,485000.0,1084251.3361903455,1.2355697653409183
2980.0,5.0,932800.0,1096740.2874082576,0.17575073692995016
1540.0,3.0,396450.0,1069489.3693343946,1.6976652020037697
1510.0,3.0,430000.0,1069063.1789022626,1.486193439307587
1380.0,3.0,435000.0,1067216.353696356,1.4533709280376002
1400.0,3.0,346100.0,1067500.4806511109,2.084370068336061
4090.0,4.0,2400000.0,1109112.444731393,0.537869814695253
5000.0,4.0,1450000.0,1122040.2211727374,0.22617915781190515
2110.0,3.0,1150000.0,1077586.9875449073,0.06296783691747194
2150.0,3.0,450000.0,1078155.241454417,1.3959005365653707
3060.0,4.0,415000.0,1094479.9065615193,1.6373009796663114
2490.0,4.0,595500.0,1086382.2883510066,0.8243195438304057
2130.0,3.0,1070000.0,1077871.114499662,0.007356181775385042
1960.0,3.0,250000.0,1075456.0353842461,3.3018241415369847
1240.0,3.0,405000.0,1065227.4650130724,1.6301912716372158
2160.0,3.0,355000.0,1078297.3049317943,2.03745719699097
1790.0,3.0,940000.0,1073040.95626883,0.141532932200883
1330.0,2.0,440000.0,1063109.1476437112,1.4161571537357076
1750.0,3.0,329950.0,1072472.7023593204,2.2504097662049407
2460.0,3.0,678500.0,1082559.2092531167,0.595518362937534
1810.0,3.0,287500.0,1073325.0832235848,2.733304637299425
3240.0,5.0,1230000.0,1100433.9378200702,0.10533826193490232
3560.0,4.0,1360000.0,1101583.08043039,0.19001244086000738
2130.0,5.0,353000.0,1084664.8918311773,2.072705076009001
3070.0,4.0,900000.0,1094621.9700388967,0.21624663337655184
1250.0,3.0,452000.0,1065369.5284904495,1.3570122311735608
2910.0,3.0,450000.0,1088952.0657351003,1.4198934794113343
3830.0,3.0,865000.0,1102021.9056538227,0.27401376376164477
2910.0,4.0,1040000.0,1092348.954400858,0.05033553307774812
3420.0,4.0,780000.0,1099594.1917471061,0.4097361432655207
2460.0,4.0,427500.0,1085956.0979188744,1.540248182266373
4280.0,4.0,1900000.0,1111811.6508015639,0.4148359732623348
1660.0,4.0,610000.0,1074591.0197286813,0.7616246225060347
920.0,3.0,589000.0,1060681.433736995,0.8008173747656961
5960.0,6.0,1140000.0,1142472.0923324844,0.0021685020460390017
1700.0,3.0,262000.0,1071762.3849724333,3.090696125848982
1280.0,2.0,206000.0,1062398.8302568244,4.157275875033128
1270.0,3.0,499000.0,1065653.6554452046,1.1355784678260614
1630.0,3.0,400000.0,1070767.9406307915,1.6769198515769783
900.0,2.0,205000.0,1057000.4181164824,4.156099600568208
1820.0,4.0,385000.0,1076864.0353667198,1.7970494425109609
1660.0,3.0,241000.0,1071194.1310629237,3.444788925572297
2230.0,5.0,334950.0,1086085.5266049514,2.242530307821918
1690.0,3.0,245000.0,1071620.321495056,3.3739604958981873
1510.0,3.0,490000.0,1069063.1789022626,1.181761589596454
2980.0,4.0,690000.0,1093343.3987425,0.5845556503514492
820.0,2.0,480000.0,1055863.9102974634,1.199716479786382
1580.0,3.0,242000.0,1070057.6232439044,3.421725715883902
2360.0,4.0,340000.0,1084535.4631451003,2.189810185720883
1560.0,3.0,449950.0,1069773.4962891494,1.3775386071544604
3340.0,5.0,645000.0,1101854.5725938443,0.7083016629361928
1590.0,3.0,299000.0,1070199.6867212818,2.5792631662919128
2810.0,3.0,479950.0,1087531.4309613262,1.2659265151814278
2519.0,3.0,505000.0,1083397.3837696435,1.1453413539992943
2430.0,4.0,425000.0,1085529.9074867421,1.5541880176158638
2210.0,4.0,465000.0,1082404.510984439,1.3277516365256752
1950.0,3.0,615000.0,1075313.9719068685,0.7484780031005993
1310.0,3.0,255000.0,1066221.9093547142,3.1812623896263297
830.0,2.0,350000.0,1056005.9737748406,2.017159925070973
2780.0,3.0,775000.0,1087105.240529194,0.4027164393925083
2110.0,3.0,747450.0,1077586.9875449073,0.44168437694147733
1790.0,3.0,250000.0,1073040.95626883,3.2921638250753205
4860.0,6.0,1070000.0,1126845.109820969,0.0531262708607186
1370.0,3.0,299950.0,1067074.2902189787,2.557507218599696
2760.0,5.0,575000.0,1093614.8909059544,0.9019389407060077
930.0,2.0,500000.0,1057426.608548615,1.1148532170972298
2350.0,4.0,397500.0,1084393.3996677229,1.7280337098559064
3780.0,4.0,549950.0,1104708.476932693,1.0087434801940047
3150.0,4.0,695000.0,1095758.477857916,0.5766309033926847
770.0,2.0,407500.0,1055153.5929105761,1.5893339703327019
1580.0,4.0,525000.0,1073454.511909662,1.0446752607803087
1190.0,3.0,425000.0,1064517.147626185,1.5047462297086707
3820.0,4.0,770000.0,1105276.7308422027,0.4354243257690944
1590.0,4.0,305000.0,1073596.5753870392,2.5199887717607843
770.0,2.0,395000.0,1055153.5929105761,1.6712749187609524
2680.0,4.0,449990.0,1089081.4944211773,1.420234881711099
2370.0,3.0,429900.0,1081280.63795672,1.5151910629372414
2270.0,4.0,380000.0,1083256.8918487036,1.850676031180799
2810.0,3.0,533000.0,1087531.4309613262,1.040396680978098
2630.0,5.0,320000.0,1091768.065700048,2.41177520531265
3450.0,4.0,720000.0,1100020.3821792384,0.5278060863600534
1920.0,4.0,235000.0,1078284.670140494,3.5884454048531658
3700.0,5.0,722500.0,1106968.8577794314,0.5321368273763755
2320.0,4.0,562500.0,1083967.2092355906,0.9270528164188276
1120.0,3.0,365000.0,1063522.7032845432,1.913760830916557
3060.0,4.0,657000.0,1094479.9065615193,0.665875048038842
2830.0,4.0,1030000.0,1091212.4465818387,0.059429559788192955
2680.0,3.0,599990.0,1085684.6057554197,0.8095045013340554
1640.0,3.0,350000.0,1070910.0041081687,2.059742868880482
2100.0,4.0,759000.0,1080841.8127332875,0.4240340088712616
700.0,2.0,328000.0,1054159.1485689343,2.21389984319797
2600.0,3.0,355500.0,1084548.0979364004,2.0507682079786234
3180.0,3.0,850000.0,1092787.7796242905,0.2856326819109302
2820.0,6.0,850000.0,1097864.1604359765,0.2916048946305605
1250.0,3.0,233000.0,1065369.5284904495,3.5724014098302566
1990.0,3.0,715000.0,1075882.2258163781,0.5047303857571722
2190.0,3.0,770000.0,1078723.4953639265,0.4009396043687358
1580.0,3.0,700000.0,1070057.6232439044,0.528653747491292
1270.0,3.0,435010.0,1065653.6554452046,1.4497222028118997
2110.0,3.0,500000.0,1077586.9875449073,1.1551739750898147
1350.0,3.0,211000.0,1066790.1632642238,4.0558775510152785
1600.0,3.0,405000.0,1070341.750198659,1.6428191362929856
2480.0,3.0,489950.0,1082843.3362078718,1.2101098810243323
1690.0,3.0,330000.0,1071620.321495056,2.2473343075607755
2030.0,4.0,275000.0,1079847.3683916456,2.9267177032423475
1130.0,3.0,280005.0,1063664.7667619206,2.798734903883576
1960.0,4.0,500000.0,1078852.9240500038,1.1577058481000075
2080.0,3.0,426700.0,1077160.797112775,1.5243983996080974
2340.0,4.0,522250.0,1084251.3361903455,1.0761155312404893
1360.0,3.0,466950.0,1066932.2267416012,1.2848960846805892
1680.0,3.0,500000.0,1071478.2580176783,1.1429565160353568
1300.0,3.0,251000.0,1066079.8458773368,3.247330063256322
800.0,2.0,404500.0,1055579.7833427084,1.6095915533812322
2960.0,4.0,633634.0,1093059.271787745,0.7250641092298473
2600.0,5.0,580000.0,1091341.8752679157,0.8816239228757168
1370.0,2.0,585000.0,1063677.401553221,0.8182519684670447
2270.0,3.0,500000.0,1079860.003182946,1.1597200063658921
1440.0,3.0,267000.0,1068068.7345606205,3.000257432811313
1740.0,3.0,650500.0,1072330.638881943,0.648471389518744
1400.0,3.0,460000.0,1067500.4806511109,1.3206532188067628
1150.0,3.0,383000.0,1063948.8937166755,1.777934448346411
1360.0,3.0,234950.0,1066932.2267416012,3.541103327267934
2370.0,3.0,1000000.0,1081280.63795672,0.08128063795672001
1250.0,4.0,212000.0,1068766.4171562071,4.041351024321732
1930.0,3.0,345000.0,1075029.844952114,2.1160285360930837
1810.0,4.0,208000.0,1076721.9718893424,4.176547941775684
1650.0,3.0,685000.0,1071052.0675855463,0.5635796607088267
3030.0,5.0,837219.0,1097450.6047951444,0.31082859418520664
2270.0,4.0,732350.0,1083256.8918487036,0.47915189711026634
1470.0,3.0,244000.0,1068494.9249927527,3.379077561445708
1000.0,3.0,265000.0,1061817.9415560144,3.006860156815148
