sqft_living,bedrooms,price
1590.0,3.0,518500.0
1900.0,4.0,459000.0
2490.0,4.0,442500.0
2090.0,3.0,860000.0
2290.0,3.0,455500.0
1990.0,5.0,178000.0
2130.0,5.0,344000.0
1250.0,3.0,205000.0
2760.0,4.0,760000.0
1410.0,3.0,546500.0
3000.0,5.0,600000.0
1040.0,3.0,184900.0
1040.0,2.0,182500.0
3020.0,5.0,449228.0
3690.0,3.0,1580000.0
1970.0,3.0,925500.0
3480.0,4.0,895000.0
1930.0,3.0,360000.0
2310.0,3.0,785000.0
3480.0,4.0,1850000.0
2280.0,4.0,622100.0
950.0,3.0,256000.0
2700.0,2.0,850000.0
1930.0,3.0,342000.0
3670.0,4.0,883000.0
3110.0,3.0,1260000.0
1500.0,3.0,242000.0
1060.0,3.0,220000.0
1760.0,2.0,385000.0
1120.0,2.0,380000.0
1010.0,2.0,500000.0
4440.0,6.0,959000.0
2760.0,5.0,480000.0
2930.0,2.0,545000.0
2060.0,3.0,624950.0
1290.0,3.0,605000.0
1900.0,3.0,770000.0
2420.0,4.0,950000.0
1200.0,4.0,380000.0
1670.0,3.0,325000.0
820.0,3.0,305000.0
1600.0,3.0,424305.0
1410.0,3.0,265000.0
1430.0,3.0,429000.0
1310.0,2.0,510000.0
2300.0,3.0,520000.0
1120.0,4.0,329000.0
1920.0,3.0,260000.0
2800.0,3.0,1030000.0
960.0,2.0,660000.0
2260.0,3.0,467500.0
1450.0,3.0,375000.0
1140.0,2.0,517000.0
1220.0,3.0,390000.0
2500.0,3.0,432500.0
3280.0,4.0,1050000.0
1370.0,3.0,238000.0
1340.0,2.0,520000.0
1520.0,4.0,365000.0
5770.0,4.0,1540000.0
600.0,2.0,110000.0
3130.0,4.0,598000.0
2680.0,3.0,676000.0
1840.0,3.0,552000.0
750.0,2.0,319000.0
2550.0,3.0,355000.0
2330.0,4.0,575000.0
2660.0,4.0,1130000.0
1250.0,3.0,345000.0
2160.0,3.0,900000.0
3420.0,3.0,692500.0
1970.0,3.0,315000.0
1130.0,2.0,322500.0
3160.0,4.0,552000.0
1430.0,3.0,345000.0
2110.0,4.0,568000.0
860.0,3.0,320000.0
1800.0,4.0,865000.0
1190.0,2.0,280000.0
1220.0,3.0,497000.0
1020.0,3.0,300000.0
1460.0,4.0,427000.0
2570.0,5.0,675000.0
2060.0,4.0,292000.0
1590.0,5.0,518000.0
1650.0,3.0,238000.0
2130.0,4.0,749000.0
1990.0,2.0,690000.0
3180.0,5.0,585000.0
2400.0,4.0,456500.0
2520.0,5.0,670000.0
1860.0,3.0,310000.0
3130.0,3.0,310000.0
2560.0,4.0,485000.0
2500.0,4.0,635000.0
1450.0,2.0,822500.0
1470.0,2.0,650000.0
1440.0,3.0,260000.0
1490.0,3.0,578500.0
1190.0,4.0,900000.0
1330.0,2.0,355000.0
920.0,3.0,215150.0
1790.0,3.0,472500.0
2520.0,4.0,560000.0
4350.0,5.0,900000.0
2490.0,3.0,1710000.0
1680.0,3.0,250000.0
1910.0,4.0,545000.0
1680.0,3.0,227000.0
1620.0,3.0,665000.0
3950.0,2.0,1310000.0
1300.0,4.0,700000.0
3440.0,5.0,554000.0
3520.0,5.0,1500000.0
1540.0,4.0,160000.0
1720.0,3.0,608000.0
1950.0,4.0,322000.0
770.0,2.0,290000.0
2650.0,6.0,302000.0
2660.0,3.0,589000.0
2200.0,3.0,480000.0
1710.0,3.0,513000.0
2390.0,4.0,770126.0
490.0,3.0,150000.0
1100.0,3.0,178000.0
1770.0,4.0,596500.0
3460.0,4.0,460000.0
860.0,2.0,298800.0
2480.0,4.0,550000.0
1600.0,3.0,390000.0
1260.0,3.0,245000.0
4320.0,5.0,565000.0
2010.0,2.0,218000.0
1060.0,3.0,211000.0
700.0,1.0,315000.0
1830.0,3.0,419995.0
1990.0,3.0,542000.0
1070.0,2.0,415000.0
1200.0,4.0,173000.0
2140.0,3.0,577500.0
4130.0,4.0,2750000.0
1230.0,2.0,324950.0
2190.0,3.0,580000.0
1420.0,2.0,550000.0
740.0,2.0,295000.0
1520.0,3.0,310000.0
1370.0,3.0,850000.0
1440.0,3.0,315275.0
2520.0,4.0,750000.0
1390.0,4.0,417500.0
1270.0,3.0,543500.0
2370.0,3.0,475000.0
2230.0,3.0,836500.0
7420.0,4.0,1950000.0
860.0,3.0,160000.0
1290.0,2.0,489000.0
1650.0,3.0,610000.0
1970.0,3.0,606000.0
3330.0,4.0,975000.0
670.0,2.0,185000.0
930.0,2.0,675000.0
1400.0,3.0,538000.0
3210.0,5.0,465000.0
1400.0,2.0,401000.0
1620.0,3.0,240000.0
1560.0,4.0,552500.0
1175.0,2.0,342000.0
1780.0,3.0,459000.0
1150.0,3.0,171500.0
3845.0,4.0,1750000.0
1440.0,3.0,430000.0
1100.0,2.0,450000.0
1650.0,3.0,266750.0
2260.0,4.0,864000.0
1867.0,4.0,378950.0
2460.0,4.0,710000.0
1570.0,3.0,330000.0
2240.0,5.0,313500.0
3870.0,3.0,645000.0
2220.0,4.0,350000.0
2260.0,4.0,525000.0
1440.0,3.0,313500.0
1280.0,2.0,193000.0
2979.0,3.0,912000.0
2340.0,4.0,569500.0
2250.0,4.0,363000.0
1130.0,3.0,550000.0
2310.0,4.0,760500.0
830.0,2.0,275000.0
950.0,3.0,475000.0
2180.0,5.0,635000.0
1260.0,2.0,530000.0
3680.0,4.0,770000.0
1130.0,2.0,565000.0
2230.0,4.0,448000.0
1300.0,3.0,505500.0
1000.0,2.0,525000.0
2870.0,3.0,880000.0
2714.0,3.0,465000.0
2870.0,3.0,485000.0
3640.0,5.0,1600000.0
1010.0,2.0,174500.0
2840.0,4.0,650000.0
1900.0,3.0,229950.0
2560.0,4.0,675000.0
3730.0,5.0,775000.0
1300.0,3.0,250000.0
3130.0,4.0,400000.0
2590.0,3.0,690000.0
960.0,2.0,255000.0
2480.0,3.0,729000.0
730.0,1.0,140000.0
3650.0,4.0,2400000.0
1300.0,3.0,380000.0
2090.0,4.0,545000.0
4230.0,5.0,847700.0
1690.0,3.0,431000.0
1620.0,3.0,330000.0
2550.0,4.0,315000.0
2470.0,3.0,732500.0
2100.0,3.0,483000.0
930.0,2.0,190000.0
3260.0,4.0,650000.0
2970.0,3.0,400000.0
1824.0,3.0,375900.0
2660.0,5.0,332100.0
1770.0,3.0,423500.0
2050.0,3.0,540000.0
1430.0,3.0,335000.0
1500.0,3.0,257100.0
1750.0,3.0,477000.0
840.0,2.0,471000.0
1700.0,3.0,652000.0
1960.0,4.0,215000.0
1230.0,2.0,575000.0
2000.0,4.0,349950.0
2410.0,4.0,745000.0
1510.0,3.0,390000.0
1630.0,3.0,249900.0
2020.0,4.0,633000.0
1450.0,3.0,400000.0
4270.0,4.0,1360000.0
2605.0,3.0,789800.0
1230.0,3.0,322000.0
1410.0,3.0,226740.0
4320.0,5.0,1100000.0
930.0,2.0,178500.0
940.0,3.0,230000.0
3310.0,4.0,555000.0
3800.0,4.0,950000.0
2040.0,3.0,710500.0
2160.0,4.0,355000.0
2130.0,4.0,215000.0
2880.0,3.0,450000.0
2286.0,4.0,481000.0
2320.0,3.0,600000.0
2220.0,5.0,370000.0
2320.0,3.0,541500.0
1190.0,3.0,250000.0
1630.0,3.0,265000.0
1140.0,3.0,375000.0
1150.0,3.0,200000.0
1810.0,3.0,520000.0
2190.0,4.0,452000.0
2020.0,4.0,345000.0
1280.0,2.0,422250.0
1460.0,4.0,162000.0
2920.0,3.0,480000.0
2510.0,4.0,680000.0
2110.0,3.0,319000.0
1170.0,3.0,207500.0
880.0,3.0,256000.0
2820.0,4.0,465000.0
2800.0,4.0,880000.0
2490.0,4.0,390000.0
5330.0,6.0,1130000.0
1220.0,3.0,415500.0
1520.0,4.0,160000.0
1680.0,3.0,286000.0
2220.0,4.0,495000.0
1790.0,3.0,410000.0
2400.0,5.0,338000.0
960.0,3.0,265000.0
1130.0,2.0,384500.0
1920.0,2.0,517000.0
2040.0,4.0,475000.0
780.0,2.0,200000.0
2530.0,4.0,618000.0
1940.0,3.0,450000.0
2920.0,5.0,562500.0
1936.0,3.0,274900.0
3065.0,4.0,729000.0
2980.0,4.0,610000.0
1730.0,3.0,665000.0
2000.0,3.0,677000.0
1910.0,3.0,494815.0
1020.0,3.0,238000.0
3660.0,4.0,475000.0
3790.0,4.0,1870000.0
2840.0,3.0,450000.0
3540.0,4.0,888990.0
1050.0,2.0,325000.0
1820.0,3.0,307635.0
1920.0,4.0,170000.0
3690.0,2.0,1900000.0
2720.0,4.0,455950.0
1580.0,3.0,524500.0
3920.0,5.0,616200.0
1930.0,3.0,375000.0
1230.0,4.0,340000.0
1420.0,4.0,225000.0
1700.0,3.0,455000.0
2450.0,6.0,662500.0
2980.0,5.0,352000.0
2080.0,4.0,460000.0
2980.0,4.0,680000.0
1840.0,3.0,334000.0
1340.0,2.0,485500.0
2340.0,3.0,780000.0
1995.0,3.0,271500.0
1440.0,2.0,335000.0
2910.0,5.0,1200000.0
1880.0,3.0,565000.0
1900.0,3.0,255000.0
4400.0,4.0,1050000.0
1320.0,3.0,292000.0
1470.0,3.0,397500.0
3280.0,4.0,810000.0
1020.0,3.0,225000.0
1230.0,2.0,375000.0
1560.0,6.0,194990.0
2050.0,4.0,689500.0
2100.0,3.0,317000.0
2090.0,5.0,555000.0
2610.0,4.0,610360.0
1610.0,3.0,290000.0
1110.0,2.0,399000.0
2380.0,4.0,648000.0
1460.0,3.0,240000.0
1160.0,2.0,284900.0
1780.0,3.0,312000.0
1790.0,3.0,541000.0
1340.0,5.0,425000.0
1600.0,2.0,265000.0
1230.0,3.0,200000.0
1470.0,3.0,280000.0
1440.0,4.0,176250.0
820.0,2.0,324000.0
1360.0,3.0,550000.0
1930.0,4.0,631000.0
2800.0,4.0,440000.0
1560.0,3.0,500000.0
3210.0,4.0,756450.0
2700.0,3.0,665000.0
2140.0,3.0,419000.0
1570.0,3.0,660000.0
1320.0,3.0,412000.0
830.0,3.0,295000.0
1370.0,3.0,390000.0
2750.0,4.0,571000.0
910.0,2.0,275000.0
1940.0,4.0,423000.0
1060.0,3.0,301000.0
1530.0,3.0,640000.0
5780.0,4.0,2890000.0
3330.0,4.0,760000.0
1960.0,3.0,560000.0
1800.0,3.0,364000.0
950.0,3.0,325000.0
2481.0,5.0,309000.0
1150.0,2.0,346100.0
2340.0,5.0,429000.0
2450.0,5.0,525000.0
1080.0,2.0,390000.0
2160.0,4.0,440000.0
2290.0,4.0,359950.0
3440.0,4.0,1330000.0
4470.0,5.0,831500.0
890.0,2.0,250000.0
1340.0,2.0,520000.0
1330.0,3.0,552100.0
1000.0,2.0,377000.0
2160.0,3.0,433000.0
1270.0,3.0,360000.0
1280.0,3.0,215000.0
4250.0,5.0,1810000.0
1940.0,3.0,500000.0
2110.0,5.0,425000.0
2860.0,5.0,720000.0
2803.0,5.0,379000.0
1280.0,3.0,232000.0
2490.0,4.0,532500.0
1630.0,2.0,500000.0
1050.0,2.0,474000.0
2600.0,3.0,1700000.0
1760.0,3.0,270000.0
2650.0,4.0,797000.0
2580.0,4.0,358000.0
3030.0,5.0,529900.0
1250.0,3.0,209000.0
1560.0,3.0,370000.0
1820.0,3.0,582000.0
2100.0,3.0,299900.0
1610.0,3.0,277000.0
1160.0,2.0,229950.0
920.0,3.0,179000.0
1800.0,3.0,471001.0
1590.0,3.0,274000.0
1390.0,3.0,275000.0
1700.0,4.0,435000.0
1800.0,3.0,325000.0
1840.0,3.0,435000.0
2970.0,3.0,745000.0
1610.0,4.0,259950.0
2310.0,4.0,495000.0
3190.0,4.0,687500.0
2640.0,4.0,360000.0
3220.0,4.0,748000.0
1954.0,4.0,340000.0
830.0,2.0,175000.0
1890.0,4.0,300000.0
2770.0,4.0,748000.0
1410.0,3.0,541000.0
2920.0,3.0,675900.0
1380.0,3.0,455000.0
1470.0,3.0,395000.0
1820.0,4.0,465000.0
1270.0,3.0,292000.0
2330.0,2.0,689000.0
2520.0,4.0,1130000.0
2830.0,2.0,795000.0
2240.0,3.0,600000.0
760.0,2.0,183000.0
860.0,3.0,210000.0
2130.0,3.0,616000.0
2460.0,4.0,325000.0
7480.0,7.0,800000.0
1180.0,3.0,299000.0
2160.0,3.0,530000.0
2870.0,4.0,665900.0
1220.0,3.0,500000.0
5400.0,3.0,1210000.0
2460.0,4.0,638250.0
3500.0,6.0,865000.0
2230.0,4.0,464950.0
1920.0,4.0,240000.0
2430.0,4.0,305000.0
1850.0,3.0,475000.0
2820.0,4.0,457000.0
3320.0,4.0,850000.0
2490.0,4.0,364900.0
3290.0,5.0,775000.0
6640.0,5.0,4500000.0
4700.0,4.0,2230000.0
2990.0,4.0,1110000.0
2350.0,3.0,613500.0
2270.0,3.0,475000.0
3990.0,5.0,740000.0
2090.0,3.0,380000.0
3480.0,3.0,950000.0
2413.0,4.0,454950.0
2190.0,5.0,310000.0
2550.0,4.0,560000.0
1320.0,3.0,190000.0
5330.0,5.0,950000.0
3650.0,4.0,550000.0
1940.0,3.0,480000.0
720.0,2.0,235000.0
1910.0,3.0,595000.0
1980.0,3.0,220000.0
1780.0,3.0,310000.0
1290.0,3.0,450000.0
1930.0,4.0,275000.0
1640.0,4.0,464950.0
1210.0,4.0,175000.0
1620.0,4.0,510000.0
2620.0,3.0,470000.0
1130.0,3.0,340000.0
1160.0,3.0,215000.0
810.0,2.0,260600.0
1450.0,3.0,297000.0
2380.0,4.0,855000.0
3050.0,4.0,1480000.0
1600.0,3.0,690000.0
2200.0,5.0,259875.0
1430.0,2.0,425000.0
2440.0,3.0,280500.0
1790.0,3.0,263000.0
2110.0,4.0,320000.0
1460.0,3.0,337000.0
1350.0,2.0,455000.0
2630.0,4.0,855000.0
2437.0,3.0,285000.0
1610.0,4.0,292500.0
1660.0,3.0,434000.0
830.0,2.0,210000.0
1730.0,6.0,563000.0
1170.0,2.0,405000.0
2060.0,4.0,715000.0
1370.0,3.0,170000.0
3160.0,3.0,488000.0
2570.0,4.0,254500.0
1480.0,3.0,275000.0
1320.0,2.0,475000.0
1820.0,4.0,378950.0
1670.0,3.0,631000.0
1330.0,3.0,259500.0
1610.0,3.0,440000.0
2720.0,2.0,1440000.0
1810.0,3.0,358000.0
2710.0,4.0,600000.0
1530.0,3.0,439000.0
960.0,2.0,435000.0
4230.0,4.0,985000.0
1650.0,3.0,246000.0
2500.0,4.0,565000.0
1620.0,3.0,299000.0
1780.0,1.0,316000.0
1950.0,4.0,395000.0
1130.0,3.0,272000.0
2650.0,4.0,329000.0
1770.0,2.0,585000.0
2470.0,4.0,669000.0
1740.0,3.0,590000.0
1970.0,4.0,600000.0
1070.0,2.0,579100.0
3610.0,10.0,650000.0
1090.0,2.0,204000.0
1250.0,2.0,425000.0
2440.0,3.0,500000.0
3840.0,3.0,970000.0
1480.0,3.0,235000.0
1690.0,4.0,487250.0
1260.0,3.0,353500.0
1130.0,2.0,411000.0
2570.0,6.0,705000.0
2414.0,4.0,292000.0
1550.0,3.0,530000.0
2460.0,3.0,750000.0
3610.0,6.0,610000.0
3350.0,4.0,700000.0
1840.0,3.0,265000.0
2240.0,4.0,466000.0
1320.0,3.0,350000.0
3660.0,4.0,730000.0
2360.0,4.0,535000.0
2100.0,3.0,600000.0
1100.0,3.0,233000.0
1490.0,4.0,604000.0
1480.0,3.0,291000.0
2580.0,3.0,437000.0
2244.0,3.0,269950.0
1120.0,2.0,290000.0
2460.0,4.0,704111.0
940.0,3.0,356000.0
850.0,2.0,294000.0
1500.0,5.0,235000.0
1300.0,2.0,230000.0
1270.0,2.0,340000.0
1400.0,2.0,190000.0
3310.0,3.0,572800.0
1860.0,3.0,429000.0
1580.0,3.0,315000.0
830.0,2.0,282613.0
1310.0,3.0,415885.0
1800.0,3.0,420000.0
2440.0,3.0,875000.0
2420.0,3.0,367899.0
2390.0,3.0,260000.0
2870.0,7.0,475000.0
3040.0,5.0,960000.0
1710.0,3.0,237000.0
1360.0,3.0,630000.0
1750.0,5.0,774900.0
4860.0,4.0,1390000.0
890.0,2.0,302000.0
3230.0,3.0,499950.0
1150.0,3.0,480000.0
2090.0,4.0,325000.0
1840.0,3.0,275000.0
1930.0,3.0,533600.0
2110.0,3.0,288250.0
3160.0,3.0,553000.0
1660.0,2.0,235000.0
2130.0,3.0,525000.0
4500.0,4.0,1980000.0
3350.0,4.0,400000.0
2330.0,4.0,680000.0
2650.0,4.0,672500.0
1180.0,1.0,229500.0
1940.0,4.0,420000.0
2320.0,4.0,485500.0
860.0,3.0,219900.0
2770.0,4.0,820000.0
1560.0,3.0,435000.0
2220.0,3.0,800000.0
1590.0,3.0,630000.0
1060.0,2.0,578888.0
5490.0,4.0,1790000.0
1640.0,3.0,280000.0
970.0,2.0,300000.0
1360.0,3.0,280000.0
2730.0,6.0,733000.0
1880.0,4.0,530200.0
2960.0,5.0,1050000.0
2360.0,4.0,285000.0
2440.0,3.0,765000.0
1600.0,3.0,285000.0
3910.0,3.0,805000.0
2300.0,3.0,579000.0
2980.0,5.0,600000.0
1080.0,2.0,350000.0
1410.0,3.0,529500.0
1500.0,5.0,549000.0
1940.0,4.0,278000.0
1230.0,3.0,278000.0
5660.0,4.0,955000.0
1590.0,3.0,1210000.0
1110.0,3.0,416000.0
1270.0,2.0,365000.0
1260.0,3.0,349500.0
1470.0,3.0,449950.0
1140.0,3.0,356000.0
2020.0,4.0,532000.0
1620.0,3.0,333000.0
1820.0,3.0,488500.0
1870.0,3.0,314500.0
2130.0,3.0,338500.0
3360.0,3.0,850000.0
1950.0,4.0,348450.0
1640.0,3.0,269500.0
930.0,3.0,200000.0
3110.0,4.0,925000.0
2970.0,4.0,829000.0
1600.0,2.0,672324.0
1030.0,2.0,455000.0
2380.0,2.0,699800.0
1580.0,4.0,299980.0
1550.0,4.0,557800.0
2020.0,4.0,464900.0
2030.0,4.0,579000.0
1010.0,2.0,280000.0
2110.0,4.0,324950.0
2040.0,3.0,872500.0
1950.0,4.0,310000.0
1580.0,3.0,275000.0
2420.0,4.0,400000.0
1360.0,3.0,244000.0
4490.0,5.0,1800000.0
1430.0,3.0,453000.0
1840.0,4.0,390000.0
2400.0,3.0,750000.0
